"","date","Address","pcode","County","cost","market","vat","des"
"5515","17/05/2017","30 CARNEW ST, DUBLIN 7, DUBLIN","Dublin 7","Dublin","350,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5516","17/05/2017","31 THE COURT, GRACEPARK RD, DRUMCONDRA","Dublin 9","Dublin","266,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5517","17/05/2017","35 2 4 GEORGES QUAY, DUBLIN 2, DUBLIN","Dublin 2","Dublin","233,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5518","17/05/2017","35 MIMOSA HALL, LEOPARDSTOWN, THE GALLOPS DUBLIN 18","Dublin 18","Dublin","238,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5519","17/05/2017","4 Barnwell Square South, Barnwell Square, Hansfield","Dublin 15","Dublin","244,493.36","No","Yes","New Dwelling house /Apartment"
"5520","17/05/2017","4 HERSIL WOOD, KNOCKLYON","Dublin 16","Dublin","550,661.00","No","Yes","New Dwelling house /Apartment"
"5521","17/05/2017","40 The Lawn, Hansfield Wood, Hansfield","Dublin 15","Dublin","290,748.00","No","Yes","New Dwelling house /Apartment"
"5522","17/05/2017","43 Hollywoodrath Crescent, Hollywoodrath, Hollystown","Dublin 15","Dublin","263,876.00","No","Yes","New Dwelling house /Apartment"
"5524","17/05/2017","5 CHAPEL AVE, SANDYMOUNT, DUBLIN 4","Dublin 4","Dublin","56,250.00","Yes","No","Second-Hand Dwelling house /Apartment"
"5527","17/05/2017","8 TYRCONNELL ST, INCHICORE, DUBLIN 8","Dublin 8","Dublin","197,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5528","17/05/2017","8 WOOD DALE CRESCENT, BALLYCULLEN VIEW, FIRHOUSE DUBLIN 24","Dublin 24","Dublin","370,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5529","17/05/2017","82 BROOKLAWN, STRANDVILLE AVE EAST, CLONTARF","Dublin 3","Dublin","241,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5530","17/05/2017","APT 31, FORBES QUAY APARTMENTS, SIR JOHN ROGERSON QUAY","Dublin 2","Dublin","491,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5532","17/05/2017","APT 86, WATERMINT COURT, ROYAL CANAL PARK DUBLIN 15","Dublin 15","Dublin","245,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5533","17/05/2017","BLOCK A, 140 ADELAIDE SQ, WHITEFRIAR ST","Dublin 8","Dublin","380,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5536","18/05/2017","1 VICTORIA ST, DUBLIN 8, DUBLIN","Dublin 8","Dublin","39,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5537","18/05/2017","11 The Avenue, Hansfield Wood, Hansfield","Dublin 15","Dublin","264,273.00","No","Yes","New Dwelling house /Apartment"
"5538","18/05/2017","12 Barnwell Chase, Barnwell, Hansfield","Dublin 15","Dublin","325,451.55","No","Yes","New Dwelling house /Apartment"
"5539","18/05/2017","12 CAMBRIDGE PARK, CAMBRIDGE ROAD, RINGSEND","Dublin 4","Dublin","363,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5541","18/05/2017","12 PARK HOUSE, BENSON ST, DUBLIN","Dublin 2","Dublin","325,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5544","18/05/2017","14 THE RAMPARTS, CABINTEELY, RAMPARTS DUBLIN 18","Dublin 18","Dublin","270,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5548","18/05/2017","155 THE OLD DISTILLERY, NORTH ANNE ST, DUBLIN 7","Dublin 7","Dublin","260,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5551","18/05/2017","17 SOUTHGATE, CORK ST, DUBLIN 8","Dublin 8","Dublin","230,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5552","18/05/2017","19 MOUNT SYMON CLOSE, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","315,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5556","18/05/2017","20 BLACKHALL GREEN, BLACKHALL PLACE, DUBLIN 7","Dublin 7","Dublin","301,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5557","18/05/2017","26 OUR LADYS RD, MARYLAND, LADYS RD DUBLIN 8","Dublin 8","Dublin","290,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5560","18/05/2017","30 The Lawn, Hansfield Wood, Hansfield","Dublin 15","Dublin","264,273.00","No","Yes","New Dwelling house /Apartment"
"5565","18/05/2017","39 ASHFIELD RD, RANELAGH, DUBLIN 6","Dublin 6","Dublin","1,052,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5566","18/05/2017","41 GALTYMORE DRIVE, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","281,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5572","18/05/2017","51 CHERRYWOOD AVE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","30,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"5573","18/05/2017","52 DURSEY ROW, WATERVILLE, BLANCHARDSTOWN","Dublin 15","Dublin","195,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5574","18/05/2017","69 CEDAR BROOK WAY, CHERRYORCHARD, DUBLIN 10","Dublin 10","Dublin","142,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5576","18/05/2017","70 WATERSIDE COURT, WATERSIDE, SWORDS RD","Dublin 9","Dublin","265,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5577","18/05/2017","74 BROOKLAWN, STRANDVILLE AVE EAST, CLONTARF","Dublin 3","Dublin","245,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5578","18/05/2017","89 NAAS RD, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","296,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5579","18/05/2017","Apartment 3  Block 6, New Priory, Hole in the Wall Road","Dublin 13","Dublin","175,000.00","No","Yes","New Dwelling house /Apartment"
"5581","18/05/2017","APT 25 BEECHDALE COURT, BALLYCULLEN, DUBLIN","Dublin 24","Dublin","244,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5582","18/05/2017","APT 53, ST PATRICKS COURT, CLANBRASSIL ST UPPER DUBLIN 8","Dublin 8","Dublin","285,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5583","18/05/2017","APT 60, LEONARDS COURT, CLANBRASSIL ST DUBLIN 8","Dublin 8","Dublin","293,500.00","No","No","Second-Hand Dwelling house /Apartment"
"5586","19/05/2017","1 The Avenue, Scholarstown Wood, Rathfarnham","Dublin 16","Dublin","412,334.00","No","Yes","New Dwelling house /Apartment"
"5587","19/05/2017","1 WOODSLAND, BLAKESTOWN RD, CLONSILLA DUBLIN 15","Dublin 15","Dublin","205,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5588","19/05/2017","10 GREENFIELD PK, BALLYCULLEN, DUBLIN 24","Dublin 24","Dublin","367,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5591","19/05/2017","108 RIALTO COTTAGES, DUBLIN 8, DUBLIN","Dublin 8","Dublin","213,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5592","19/05/2017","11 CHURCHWELL GROVE, BELMAYNE, DUBLIN 13","Dublin 13","Dublin","320,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5593","19/05/2017","11 FLORENCE ST, PORTOBELLO, DUBLIN 8","Dublin 8","Dublin","680,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5594","19/05/2017","11 GRANGEMORE CRESCENT, DONAGHMEDE, DUBLIN 13","Dublin 13","Dublin","381,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5595","19/05/2017","113 MONALEA GROVE, FIRHOUSE, DUBLIN 24","Dublin 24","Dublin","329,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5597","19/05/2017","13 ABBEYFIELD, MILLTOWN, DUBLIN 6","Dublin 6","Dublin","395,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5598","19/05/2017","136 BEAUVALE PARK, ARTANE, DUBLIN 5","Dublin 5","Dublin","316,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5599","19/05/2017","14 BARRY RD, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin","160,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5600","19/05/2017","15 Belltree Place, Clongriffin, Dublin 13","Dublin 13","Dublin","295,000.00","No","Yes","New Dwelling house /Apartment"
"5601","19/05/2017","151 MILL PARK, OLD NANGOR RD, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","210,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5603","19/05/2017","162 LE FANU RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","187,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5606","19/05/2017","1A BLACKHORSE DOWNS, BLACKHORSE AVE, CABRA DUBLIN 7","Dublin 7","Dublin","890,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5611","19/05/2017","22 NORTHBROOK RD, RANELAGH, DUBLIN 6","Dublin 6","Dublin","2,800,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5613","19/05/2017","23 BELLEVILLE, BLACKHORSE AVE, DUBLIN 7","Dublin 7","Dublin","530,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5614","19/05/2017","23 Belltree Place, Belltree, Clongriffin","Dublin 13","Dublin","246,696.04","No","Yes","New Dwelling house /Apartment"
"5615","19/05/2017","23 NORTH GREAT CHARLES ST, DUBLIN 1","Dublin 15","Dublin","670,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5617","19/05/2017","25 ALLENDALE DR, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","290,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5618","19/05/2017","25 NORTH GREAT CHARLES ST, DUBLIN 1, DUBLIN","Dublin 15","Dublin","700,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5619","19/05/2017","26 LEIN RD, ARTANE, DUBLIN 5","Dublin 5","Dublin","214,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5620","19/05/2017","26 MERCHANT'S ROAD, EAST WALL, DUBLIN 3","Dublin 3","Dublin","208,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5621","19/05/2017","3 DRUMMOND HOUSE, MARTINS ROW, CHAPELIZOD DUBLIN 20","Dublin 20","Dublin","420,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5625","19/05/2017","30 The Avenue, Carrickmines Green, Glenmaluck Road","Dublin 18","Dublin","462,555.00","No","Yes","New Dwelling house /Apartment"
"5627","19/05/2017","32 Hollywoodrath Avenue, Hollywoodrath, Hollystown","Dublin 15","Dublin","321,585.00","No","Yes","New Dwelling house /Apartment"
"5628","19/05/2017","33 MELVILLE COVE, CITYSIDE, MEAKSTOWN DUBLIN 11","Dublin 11","Dublin","170,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5629","19/05/2017","33 ST LUKES GATE, THE COOMBE, DUBLIN 8","Dublin 8","Dublin","295,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5631","19/05/2017","34 DUN EMER DR, SANDYFORD RD, DUBLIN 16","Dublin 16","Dublin","600,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5633","19/05/2017","374 MOURNE RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","290,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5634","19/05/2017","39 THE VIEW, MILLBROOK LAWNS, TALLAGHT","Dublin 24","Dublin","248,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5636","19/05/2017","40 TOLKA VALE, FINGLAS RD, DUBLIN 11","Dublin 11","Dublin","190,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5638","19/05/2017","44 NIALL ST, STONEYBATTER, DUBLIN","Dublin 7","Dublin","308,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5640","19/05/2017","47 Fairhaven Avenue, Castleknock","Dublin 15","Dublin","440,500.00","No","Yes","New Dwelling house /Apartment"
"5641","19/05/2017","5 ELDER HEATH DALE, ELDER HEATH, KILTIPPER ROAD","Dublin 24","Dublin","255,506.00","No","Yes","New Dwelling house /Apartment"
"5643","19/05/2017","5 The Court, Scholarstown Wood, Scholarstown Road","Dublin 16","Dublin","515,418.00","No","Yes","New Dwelling house /Apartment"
"5645","19/05/2017","55 RATHDOWN SQ, NORTH CIRCULAR RD, DUBLIN 7","Dublin 7","Dublin","200,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"5647","19/05/2017","6 WILLOW WOOD WALK, CLONSILLA DUBLIN 15, DUBLIN","Dublin 15","Dublin","265,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5648","19/05/2017","60 LARKHILL RD, WHITEHALL, DUBLIN 9","Dublin 9","Dublin","300,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5649","19/05/2017","61 HAZELWOOD PARK, ARTANE, DUBLIN 5","Dublin 5","Dublin","425,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5651","19/05/2017","62 Park Avenue, Belltree","Dublin 13","Dublin","303,965.00","No","Yes","New Dwelling house /Apartment"
"5653","19/05/2017","7 LAVERNA AVE, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin","360,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5655","19/05/2017","70 STOCKYARD, FOLEY ST, DUBLIN 1","Dublin 1","Dublin","250,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5656","19/05/2017","72 CLANCY AVE, FINGLAS EAST, DUBLIN 11","Dublin 11","Dublin","200,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5657","19/05/2017","77 ROSEMOUNT ESTATE, DUNDRUM, DUBLIN 14","Dublin 14","Dublin","300,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5658","19/05/2017","8 LOWER ARTANE, MALAHIDE RD, ARTANE DUBLIN 5","Dublin 3","Dublin","280,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5660","19/05/2017","87 ANNALY GROVE, BLOCK 6 ONGAR LODGE, CLONSILLA","Dublin 15","Dublin","175,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5662","19/05/2017","9 GRATTAN PARADE, DRUNCONDRA, DUBLIN","Dublin 9","Dublin","405,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5663","19/05/2017","9 HAGANS COURT, BAGGOT ST LOWER, DUBLIN 2","Dublin 2","Dublin","350,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5664","19/05/2017","97 BRACKEN HILL, SANDYFORD, DUBLIN 18","Dublin 18","Dublin","300,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5665","19/05/2017","APT 1 SILVERTON, 132 RANELAGH VILLAGE, DUBLIN 6","Dublin 6","Dublin","290,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5666","19/05/2017","APT 42D ALLEN HALL, BELGARD SQUARE WEST, TALLAGHT","Dublin 24","Dublin","146,500.00","No","No","Second-Hand Dwelling house /Apartment"
"5667","19/05/2017","APT 5 LIFFEY WALK, LOWER LIFFEY ST, DUBLIN","Dublin 1","Dublin","250,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5669","19/05/2017","APT 7, 20 HIGFIELD RD, RATHGAR DUBLIN 6","Dublin 6","Dublin","230,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5675","20/05/2017","20 RICHMOND HALL, MOUNT ST ANNES, MILLTOWN DUBLIN 6","Dublin 6","Dublin","495,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5676","22/05/2017","1 PEMBROKE MANOR 64 66 PEMBROKE RD, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","405,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5677","22/05/2017","10 THE DRIVE, MILLBROOK LAWNS, TALLAGHT","Dublin 24","Dublin","301,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5678","22/05/2017","107 BARTON RD EAST, DUNDRUM, DUBLIN 14","Dublin 14","Dublin","570,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5679","22/05/2017","116 HOME FARM ROAD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","665,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5680","22/05/2017","12 BAYVIEW, IRISHTOWN, DUBLIN 4","Dublin 4","Dublin","625,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5681","22/05/2017","132 CHURCH ROAD, DUBLIN 3","Dublin 3","Dublin","265,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5682","22/05/2017","14 LYMEWOOD MEWS NORTH WOOD, SANTRY DUBLIN 9, DUBLIN","Dublin 9","Dublin","187,500.00","No","No","Second-Hand Dwelling house /Apartment"
"5684","22/05/2017","18 MAY PARK, MALAHIDE RD, DUBLIN 5","Dublin 15","Dublin","135,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5686","22/05/2017","21 DROMAWLING RD, BEAUMONT, DUBLIN 9","Dublin 9","Dublin","490,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5687","22/05/2017","24 LA ROCHELLE, HIGH ST, DUBLIN","Dublin 8","Dublin","264,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5690","22/05/2017","28 REDCOURT, SEAFIELD RD EAST, CLONTARF DUBLIN 3","Dublin 3","Dublin","250,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"5691","22/05/2017","29 MESPIL RD, DUBLIN 4, DUBLIN","Dublin 4","Dublin","1,515,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5693","22/05/2017","34 MERTON DR, RANELAGH, DUBLIN CITY","Dublin 6","Dublin","1,140,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5694","22/05/2017","36 THE CHANDLER, THE VILLAGE, RATHBOURNE DUBLIN 13","Dublin 15","Dublin","220,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5696","22/05/2017","44 JAMESTOWN AVE, INCHICORE, DUBLIN 8","Dublin 8","Dublin","200,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5699","22/05/2017","46A MUCKROSS AVE, PERRYSTOWN, DUBLIN 12","Dublin 12","Dublin","140,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5701","22/05/2017","5 ST JAMES WOOD, KILMAINHAM, DUBLIN 8","Dublin 8","Dublin","130,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"5702","22/05/2017","52 COWPER RD, RATHMINES, DUBLIN 6","Dublin 6","Dublin","2,850,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5703","22/05/2017","6 GLENBOURNE RD, LEOPARDSTOWN VALLEY, BALLYOGAN RD DUBLIN 18","Dublin 18","Dublin","457,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5705","22/05/2017","7 Elder Heath Dale, Elder Heath, Kiltipper Road","Dublin 24","Dublin","255,507.00","No","Yes","New Dwelling house /Apartment"
"5706","22/05/2017","7 ELM MOUNT HEIGHTS, ELM MOUNT, BEAUMONT DUBLIN 7","Dublin 9","Dublin","380,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5707","22/05/2017","7 THE STILES RD, CLONTARF, DUBLIN","Dublin 3","Dublin","400,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5708","22/05/2017","79 TAMARISK AVE, KILNAMANAGH, TALLAGHT DUBLIN 24","Dublin 24","Dublin","320,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5710","22/05/2017","92 EAST COURTYARD, TULLYVALE, CABINTEELY DUBLIN 18","Dublin 18","Dublin","371,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5711","22/05/2017","98 GRIANAN FIDH, AIKENS VILLAGE, SANDYFORD DUBLIN 18","Dublin 18","Dublin","383,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5714","22/05/2017","THE MEWS RERE OF 31, MOUNTPLEASANT SQ, RANELAGH DUBLIN 6","Dublin 6","Dublin","770,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5715","23/05/2017","1 MULVEY CRESCENT, MULVEY PARK, DUNDRUM DUBLIN 14","Dublin 14","Dublin","430,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5716","23/05/2017","1 SUNDALE AVE, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","162,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5718","23/05/2017","12 Diswellstown Avenue, Castleknock","Dublin 15","Dublin","418,502.20","No","Yes","New Dwelling house /Apartment"
"5721","23/05/2017","16 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16","Dublin 16","Dublin","380,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5723","23/05/2017","18 DELWOOD RD, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","525,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5724","23/05/2017","19 FAIRWAYS AVE, BALLYGALL, DUBLIN","Dublin 11","Dublin","300,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"5725","23/05/2017","2 ARBOUR TERRACE, STONEYBATTER, DUBLIN 7","Dublin 7","Dublin","315,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5726","23/05/2017","22 GATEWAY VIEW, BALLYMUN ROAD, DUBLIN 9","Dublin 11","Dublin","124,500.00","No","No","Second-Hand Dwelling house /Apartment"
"5727","23/05/2017","220 THE TRAMYARD, INCHICORE, DUBLIN 8","Dublin 8","Dublin","55,241.00","Yes","No","Second-Hand Dwelling house /Apartment"
"5729","23/05/2017","237 THE SWEEPSTAKES, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","465,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5731","23/05/2017","26 OAK PARK DR, SANTRY, DUBLIN 9","Dublin 9","Dublin","280,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5732","23/05/2017","28 GATEWAY VIEW, BALLYMUN ROAD, DUBLIN 9","Dublin 11","Dublin","124,500.00","No","No","Second-Hand Dwelling house /Apartment"
"5733","23/05/2017","302 CASTLEFORBES SQ, DUBLIN 1, DUBLIN","Dublin 1","Dublin","275,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5737","23/05/2017","373 KILDARE RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","345,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5739","23/05/2017","4 THE MEWS, FORTFIELD SQ, COLLEGE DR DUBLIN 6W","Dublin 12","Dublin","425,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5740","23/05/2017","5 COLLIERS AVE, RANELAGH, DUBLIN 6","Dublin 6","Dublin","365,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5741","23/05/2017","5 STOCK EXCHANGE COURT, 7 ANGLESEA ST, DUBLIN 2","Dublin 2","Dublin","220,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5742","23/05/2017","63 LEINSTER AVE, NORTH STRAND RD, DUBLIN 3","Dublin 3","Dublin","323,680.00","Yes","No","Second-Hand Dwelling house /Apartment"
"5743","23/05/2017","65 ELM MOUNT AVE, BEAUMONT, DUBLIN 9","Dublin 9","Dublin","411,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5744","23/05/2017","77 Diswellstown Manor, Castleknock, DUBLIN 15","Dublin 15","Dublin","378,854.62","No","Yes","New Dwelling house /Apartment"
"5745","23/05/2017","84 GEORGIAN VILLAGE, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","1,150,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5746","23/05/2017","85 EUGENE ST, DUBLIN 8, DUBLIN","Dublin 8","Dublin","150,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5749","23/05/2017","APT 31, THE STRAND, 149 NORTH STRAND RD DUBLIN 3","Dublin 3","Dublin","275,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5750","24/05/2017","1 Hawthorn Close, Hawthorn Avenue, East Wall Road","Dublin 3","Dublin","396,475.00","No","Yes","New Dwelling house /Apartment"
"5752","24/05/2017","10 HOLYWELL PARK, UNIT 3 GORSEHILL, SWORDS","Dublin 15","Dublin","165,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5753","24/05/2017","12 BURLINGTON RD, DUBLIN 4, DUBLIN","Dublin 15","Dublin","2,400,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"5755","24/05/2017","14 Abbot's Grove Avenue, Abbot's Grove, Knocklyon","Dublin 16","Dublin","374,449.00","No","Yes","New Dwelling house /Apartment"
"5756","24/05/2017","14 WILLOWWOOD CLOSE, HARTSTOWN, CLONSILLA","Dublin 15","Dublin","210,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5757","24/05/2017","15 MILLRACE AVE, SAGGART, DUBLIN","Dublin 24","Dublin","322,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5760","24/05/2017","165 IVY EXCHANGE, PARNELL ST, DUBLIN","Dublin 1","Dublin","339,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5762","24/05/2017","172, BUTTERCUP PARK, DARNDALE DUBLIN 17","Dublin 15","Dublin","81,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"5763","24/05/2017","18 CUSTOM HALL, GARDINER ST LOWER, DUBLIN 1","Dublin 1","Dublin","212,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5764","24/05/2017","19 ARRANMORE AVE, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin","565,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5765","24/05/2017","20 CASTLE GATE, 19 23 LORD EDWARD ST, DUBLIN 2","Dublin 15","Dublin","322,500.00","No","No","Second-Hand Dwelling house /Apartment"
"5768","24/05/2017","23 COOLGREENA RD, BEAUMONT, DUBLIN 9","Dublin 9","Dublin","401,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5770","24/05/2017","26 THE ORCHARD, KILLESTER, DUBLIN 5","Dublin 5","Dublin","173,333.00","No","No","Second-Hand Dwelling house /Apartment"
"5771","24/05/2017","28 CAMDEN LOCK, SOUTH DOCK RD, RINGSEND DUBLIN 4","Dublin 4","Dublin","315,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5772","24/05/2017","28 GRANGE HILL, HAROLDS GRANGE ROAD, DUBLIN16","Dublin 16","Dublin","300,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"5773","24/05/2017","29 PALMERSTOWN AVENUE, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin","75,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"5775","24/05/2017","31 GLENVARA PARK, KNOCKLYON, TEMPLEOGUE DUBLIN 16","Dublin 16","Dublin","355,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5777","24/05/2017","32 SHREWSBURY SQ, SANDYMOUNT AVE, SANDYMOUNT DUBLIN 4","Dublin 4","Dublin","755,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5778","24/05/2017","33 MILLCOURT AVE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","225,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5781","24/05/2017","37 SMITHFIELD VILLAGE, DUBLIN 7","Dublin 7","Dublin","252,500.00","No","No","Second-Hand Dwelling house /Apartment"
"5782","24/05/2017","38 GLOUCESTER SQUARE, RAILWAY ST, DUBLIN 1","Dublin 1","Dublin","215,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5784","24/05/2017","4 SEAPARK, MALAHIDE, CO DUBLIN","Dublin 3","Dublin","605,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5788","24/05/2017","46 GLOUCESTER SQUARE, RAILWAY ST, DUBLIN 1","Dublin 1","Dublin","215,000.00","No","No","Second-Hand Dwelling house /Apartment"
"5789","24/05/2017","48 WALNUT CLOSE, KINGSWOOD HEIGHTS, TALLAGHT DUBLIN 24","Dublin 24","Dublin","305,000.00","No","No","Second-Hand Dwelling house /Apartment"
